"Project Name","Item ARK","Parent ARK","Item Status ID","Item Status","Object Type","File Name","Item Sequence","Duplicate","Delete in Title","IIIF Access URL","Rights.copyrightStatus","Subject","Name.subject","Rights.countryCreation","Language","Name.repository","Type.typeOfResource","Rights.permission","Name.interviewer","Type.genre","Subject.uniformTitle","Name.sponsor","Name.contributor","Date.creation","Relation.isPartOf","Title","Alt ID.local","Description.fundingNote","Relation.describedIn","Date.normalized","Format.extent","Description.note","Coverage.geographic","Coverage.spatialLatitude","Coverage.spatialLongitude","Relation.relatedTo","Description.abstract","viewingHint","Text direction","Visibility","IIIF Range"
"SOUL Publications, Inc. records, 1955-2002","ark:/21198/zz002dw059","ark:/21198/zz0015w1xw","2","Completed","Work","","120","","","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002dw059%2Fxp84mz2h","copyrighted","","Mathis, Johnny|~|De Cordova, Frederick, $d 1910-2001|~|Williams, Deniece","","eng","University of California, Los Angeles. Library. Performing Arts Special Collections","sound recording","Y","Spiegelman, Judy","compact cassette","","","","May 24, 1978","SOUL Publications, Inc. records, 1955-2002 (Collection 342). Performing Arts Special Collections, University of California, Los Angeles.","Johnny Mathis and Deniece Williams by Judy Spiegelman, May 24, 1978; Frederick de Cordova (?) by Judy Spiegelman, ca. May 1978","uclapasc_342_061_003_a|~|uclapasc_342_061_003_b","Access to this collection is generously supported by Arcadia funds.","http://www.oac.cdlib.org/findaid/ark:/13030/kt167nd8xg","1978-05-24","1 audiocassette (00:43:22)","","","","","","","","","",""
"SOUL Publications, Inc. records, 1955-2002","ark:/21198/zz002dw06t","ark:/21198/zz0015w1xw","2","Completed","Work","","122","","","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002dw06t%2Fv767hf6q","copyrighted","","Schultz, Michael, $d 1938-","","eng","University of California, Los Angeles. Library. Performing Arts Special Collections","sound recording","Y","Spiegelman, Judy","compact cassette","","","","April 19, 1978","SOUL Publications, Inc. records, 1955-2002 (Collection 342). Performing Arts Special Collections, University of California, Los Angeles.","Michael Schultz by Judy Spiegelman, April 19 1978","uclapasc_342_061_004_a|~|uclapasc_342_061_004_b","Access to this collection is generously supported by Arcadia funds.","http://www.oac.cdlib.org/findaid/ark:/13030/kt167nd8xg","1978-04-19","1 audiocassette (01:02:48)","","","","","","","","","",""
"SOUL Publications, Inc. records, 1955-2002","ark:/21198/zz002dw07b","ark:/21198/zz0015w1xw","2","Completed","Work","","124","","","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002dw07b%2Fdw94901p","copyrighted","","Tavares (Musical group)|~|Tavares, Ralph Vierra|~|Tavares, Arthur ""Pooch""|~|Whitfield, Norman|~|Tavares, Antone ""Chubby""|~|Tavares, Perry ""Tiny""","","eng","University of California, Los Angeles. Library. Performing Arts Special Collections","sound recording","Y","Johnson, Connie","compact cassette","","","","1976","SOUL Publications, Inc. records, 1955-2002 (Collection 342). Performing Arts Special Collections, University of California, Los Angeles.","Tavares by Connie Johnson, undated; Norman Whitfield by Connie Johnson, ca. 1976 (?)","uclapasc_342_061_005_a|~|uclapasc_342_061_005_b","Access to this collection is generously supported by Arcadia funds.","http://www.oac.cdlib.org/findaid/ark:/13030/kt167nd8xg","1976","1 audiocassette (01:02:51)","","Los Angeles (Calif.)","","","","","","","",""
"SOUL Publications, Inc. records, 1955-2002","ark:/21198/zz002dw08v","ark:/21198/zz0015w1xw","2","Completed","Work","","126","","","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002dw08v%2F4g389p6h","copyrighted","","Three Degrees (Musical group)|~|White, Verdine|~|Holiday, Valerie|~|Sun (musical group)|~|Ferguson, Sheila, $d 1947-|~|Scott, Helen","","eng","University of California, Los Angeles. Library. Performing Arts Special Collections","sound recording","Y","Shapiro, Marc","compact cassette","","","","December 1978","SOUL Publications, Inc. records, 1955-2002 (Collection 342). Performing Arts Special Collections, University of California, Los Angeles.","Verdine White and Sun by Marc Shapiro, Los Angeles, December 1978; The Three Degrees by Marc Shapiro, Los Angeles, December 1978","uclapasc_342_061_006_a|~|uclapasc_342_061_006_b","Access to this collection is generously supported by Arcadia funds.","http://www.oac.cdlib.org/findaid/ark:/13030/kt167nd8xg","1978-12","1 audiocassette (01:03:40)","Verdine White and Sun is on side 1; The Three Degrees is on side 2.","Los Angeles (Calif.)","","","","","","","",""
"SOUL Publications, Inc. records, 1955-2002","ark:/21198/zz002dw09c","ark:/21198/zz0015w1xw","2","Completed","Work","","128","","","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002dw09c%2Fb302n79r","copyrighted","","Steinberg, Irwin|~|Green, Al, $d 1946-|~|Pitts, Leonard","","eng","University of California, Los Angeles. Library. Performing Arts Special Collections","sound recording","Y","Spiegelman, Judy","compact cassette","","","","1978","SOUL Publications, Inc. records, 1955-2002 (Collection 342). Performing Arts Special Collections, University of California, Los Angeles.","Irwin Steinberg by Judy Spiegelman; Leonard Pitts, undated; unidentified film critic, undated; Al Green by Judy Spiegelman, ca. 1977.","uclapasc_342_061_007_b|~|uclapasc_342_061_007_a","Access to this collection is generously supported by Arcadia funds.","http://www.oac.cdlib.org/findaid/ark:/13030/kt167nd8xg","1978","1 audiocassette (01:36:57)","Original record indicated that the recording included an interview with Dianne Steinberg, 1978.","Los Angeles (Calif.)","","","","","","","",""
"SOUL Publications, Inc. records, 1955-2002","ark:/21198/zz002dw0bw","ark:/21198/zz0015w1xw","2","Completed","Work","","130","","","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002dw0bw%2Frz243z3p","copyrighted","","Steinberg, Dianne","","eng","University of California, Los Angeles. Library. Performing Arts Special Collections","sound recording","Y","Spiegelman, Judy","compact cassette","","","","February 24, 1978","SOUL Publications, Inc. records, 1955-2002 (Collection 342). Performing Arts Special Collections, University of California, Los Angeles.","Dianne Steinberg by Judy Spiegelman, February 24 1978","uclapasc_342_061_008_a|~|uclapasc_342_061_008_b","Access to this collection is generously supported by Arcadia funds.","http://www.oac.cdlib.org/findaid/ark:/13030/kt167nd8xg","1978-02-24","1 audiocassette (01:02:51)","","Los Angeles (Calif.)","","","","","","","",""
"SOUL Publications, Inc. records, 1955-2002","ark:/21198/zz002dw0cd","ark:/21198/zz0015w1xw","2","Completed","Work","","132","","","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002dw0cd%2F7n13bz52","copyrighted","","Amos, John, $d 1939-","","eng","University of California, Los Angeles. Library. Performing Arts Special Collections","sound recording","Y","","compact cassette","","","","January 6, 1977","SOUL Publications, Inc. records, 1955-2002 (Collection 342). Performing Arts Special Collections, University of California, Los Angeles.","John Amos, January 6 1977","uclapasc_342_061_009_a|~|uclapasc_342_061_009_b","Access to this collection is generously supported by Arcadia funds.","http://www.oac.cdlib.org/findaid/ark:/13030/kt167nd8xg","1977-01-06","1 audiocassette (00:25:08)","","","","","","","","","",""
"SOUL Publications, Inc. records, 1955-2002","ark:/21198/zz002dw0dx","ark:/21198/zz0015w1xw","2","Completed","Work","","134","","","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002dw0dx%2Fpj32w51t","copyrighted","","Pendergrass, Teddy|~|Elder, Lonne","","eng","University of California, Los Angeles. Library. Performing Arts Special Collections","sound recording","Y","Sako, Tsuyoko","compact cassette","","","","January 6, 1976","SOUL Publications, Inc. records, 1955-2002 (Collection 342). Performing Arts Special Collections, University of California, Los Angeles.","Teddy Pendergrass by Tsuyoko Sako, January 6 1976; Lonne Elder III, undated","uclapasc_342_061_010_a|~|uclapasc_342_061_010_b","Access to this collection is generously supported by Arcadia funds.","http://www.oac.cdlib.org/findaid/ark:/13030/kt167nd8xg","1976-01-06","1 audiocassette (00:32:03)","","","","","","","","","",""
"SOUL Publications, Inc. records, 1955-2002","ark:/21198/zz002dw0ff","ark:/21198/zz0015w1xw","2","Completed","Work","","136","","","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002dw0ff%2F9363qd1g","copyrighted","","Young, Andrew, $d 1932-","","eng","University of California, Los Angeles. Library. Performing Arts Special Collections","sound recording","Y","","compact cassette","","","","May 6, 1978","SOUL Publications, Inc. records, 1955-2002 (Collection 342). Performing Arts Special Collections, University of California, Los Angeles.","Andrew Young speaking to The Brotherhood Crusade, May 6 1978","uclapasc_342_061_011_a|~|uclapasc_342_061_011_b","Access to this collection is generously supported by Arcadia funds.","http://www.oac.cdlib.org/findaid/ark:/13030/kt167nd8xg","1978-05-06","1 audiocassette (01:07:08)","Recording of a speech given by Andrew Young to The Brotherhood Crusade, a civil rights advocate organization.|~|Side B is a recording of a CBS Evening News broadcast ca. March 1978.","Los Angeles (Calif.)","","","","","","","",""
"SOUL Publications, Inc. records, 1955-2002","ark:/21198/zz002dw0gz","ark:/21198/zz0015w1xw","2","Completed","Work","soul/audio/uclapasc.wav","138","","","","copyrighted","","Wynne, Philippé","","eng","University of California, Los Angeles. Library. Performing Arts Special Collections","sound recording","Y","Jones, Regina","compact cassette","","","","January 15, 1977","SOUL Publications, Inc. records, 1955-2002 (Collection 342). Performing Arts Special Collections, University of California, Los Angeles.","Philippe Wynne by Regina Jones, January 15 1977","uclapasc_342_061_012_a","Access to this collection is generously supported by Arcadia funds.","http://www.oac.cdlib.org/findaid/ark:/13030/kt167nd8xg","1977-01-15","1 audiocassette (00:24:13)","Side B is blank.","","","","","","","","",""
"SOUL Publications, Inc. records, 1955-2002","ark:/21198/zz002dw0hg","ark:/21198/zz0015w1xw","2","Completed","Work","","139","","","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002dw0hg%2Fxv33qk45","copyrighted","","LaBelle, Patti|~|Dash, Sarah|~|Hendryx, Nona|~|Labelle (Musical group)","","eng","University of California, Los Angeles. Library. Performing Arts Special Collections","sound recording","Y","Johnson, Connie","compact cassette","","","","November 16, 1976","SOUL Publications, Inc. records, 1955-2002 (Collection 342). Performing Arts Special Collections, University of California, Los Angeles.","Labelle by Connie Johnson, Los Angeles, November 16 1976","uclapasc_342_061_013_a|~|uclapasc_342_061_013_b","Access to this collection is generously supported by Arcadia funds.","http://www.oac.cdlib.org/findaid/ark:/13030/kt167nd8xg","1976-11-16","1 audiocassette (01:23:08)","","Los Angeles (Calif.)","","","","","","","",""
"SOUL Publications, Inc. records, 1955-2002","ark:/21198/zz002dw0j0","ark:/21198/zz0015w1xw","2","Completed","Work","soul/audio/uclapasc.wav","141","","","","copyrighted","","Kilpatrick, Erik|~|Van Patten, Timothy, $d 1959-|~|Paltrow, Bruce, $d 1943-2002","","eng","University of California, Los Angeles. Library. Performing Arts Special Collections","sound recording","Y","Terry, Mike|~|Pitts, Leonard","compact cassette","White shadow (Television program)","","","January 11, 1979","SOUL Publications, Inc. records, 1955-2002 (Collection 342). Performing Arts Special Collections, University of California, Los Angeles.","Bruce Paltrow (?), Erik Kilpatrick, and Tim Van Patten on The White Shadow by Mike Terry and Leonard Pitts, January 11 1979","uclapasc_342_061_014_a","Access to this collection is generously supported by Arcadia funds.","http://www.oac.cdlib.org/findaid/ark:/13030/kt167nd8xg","1979-01-11","1 audiocassette (00:46:16)","Side B is blank.","","","","","","","","",""
"SOUL Publications, Inc. records, 1955-2002","ark:/21198/zz002dw0kh","ark:/21198/zz0015w1xw","2","Completed","Work","","142","","","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002dw0kh%2F5x36q13x","copyrighted","","Gordy, Berry|~|Wonder, Stevie|~|Greene-Brown, Susaye|~|Supremes (Musical group)|~|Klein, Herbert G.|~|Payne, Scherrie|~|Wilson, Mary, $d 1944-","","eng","University of California, Los Angeles. Library. Performing Arts Special Collections","sound recording","Y","Jones, Ken","compact cassette","","","","April 13, 1976","SOUL Publications, Inc. records, 1955-2002 (Collection 342). Performing Arts Special Collections, University of California, Los Angeles.","Supremes, ca. 1976; Herbert G. Klein by Ken Jones; Stevie Wonder and Berry Gordy press conference, April 13 1976","uclapasc_342_061_015_b|~|uclapasc_342_061_015_a","Access to this collection is generously supported by Arcadia funds.","http://www.oac.cdlib.org/findaid/ark:/13030/kt167nd8xg","1976-04-13","1 audiocassette (01:46:27)","","","","","","","","","",""
"SOUL Publications, Inc. records, 1955-2002","ark:/21198/zz002dw0m1","ark:/21198/zz0015w1xw","2","Completed","Work","","144","","","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002dw0m1%2Fcq45664p","copyrighted","","Wonder, Stevie","","eng","University of California, Los Angeles. Library. Performing Arts Special Collections","sound recording","Y","Underwood, Lee","compact cassette","","","","November 1975","SOUL Publications, Inc. records, 1955-2002 (Collection 342). Performing Arts Special Collections, University of California, Los Angeles.","Stevie Wonder by Lee Underwood, November 1975","uclapasc_342_061_016_a|~|uclapasc_342_061_016_b","Access to this collection is generously supported by Arcadia funds.","http://www.oac.cdlib.org/findaid/ark:/13030/kt167nd8xg","1975-11","1 audiocassette (01:06:54)","","","","","","","","","",""
"SOUL Publications, Inc. records, 1955-2002","ark:/21198/zz002dw0nj","ark:/21198/zz0015w1xw","2","Completed","Work","","146","","","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002dw0nj%2Fxm43h270","copyrighted","","Wonder, Stevie|~|Riperton, Minnie|~|Sylvers (Musical group)|~|Hardaway, Lula","","eng","University of California, Los Angeles. Library. Performing Arts Special Collections","sound recording","Y","Sako, Tsuyoko","compact cassette","","","","January 15, 1976|~|November 10, 1975","SOUL Publications, Inc. records, 1955-2002 (Collection 342). Performing Arts Special Collections, University of California, Los Angeles.","Lula Mae Hardaway by Tsuyoko Sako, January 15 1976; The Sylvers (?); Minnie Riperton and Stevie Wonders, November 10, 1975","uclapasc_342_061_017_a|~|uclapasc_342_061_017_b","Access to this collection is generously supported by Arcadia funds.","http://www.oac.cdlib.org/findaid/ark:/13030/kt167nd8xg","1975-11-10|~|1976-01-15","1 audiocassette (01:03:45)","Lula Mae Hardaway was the mother of Stevie Wonder.","Los Angeles, Calif.","","","","","","","",""
"SOUL Publications, Inc. records, 1955-2002","ark:/21198/zz002dw0p2","ark:/21198/zz0015w1xw","2","Completed","Work","","148","","","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002dw0p2%2Fgd57n63s","copyrighted","","Thomas, Philip Michael","","eng","University of California, Los Angeles. Library. Performing Arts Special Collections","sound recording","Y","Johnson, Connie","compact cassette","","","","1976","SOUL Publications, Inc. records, 1955-2002 (Collection 342). Performing Arts Special Collections, University of California, Los Angeles.","Philip Thomas by Connie Johnson, 1976","uclapasc_342_062_001_a|~|uclapasc_342_062_001_b","Access to this collection is generously supported by Arcadia funds.","http://www.oac.cdlib.org/findaid/ark:/13030/kt167nd8xg","1976","1 audiocassette (01:02:22)","Also known as Philip Michael Thomas","","","","","","","","",""
"SOUL Publications, Inc. records, 1955-2002","ark:/21198/zz002dw0qk","ark:/21198/zz0015w1xw","2","Completed","Work","soul/audio/uclapasc.wav","150","","","","copyrighted","","Wilson, Mary, $d 1944-","","eng","University of California, Los Angeles. Library. Performing Arts Special Collections","sound recording","Y","","compact cassette","","","","July 21, 1976","SOUL Publications, Inc. records, 1955-2002 (Collection 342). Performing Arts Special Collections, University of California, Los Angeles.","Mary Wilson, July 21 1976","uclapasc_342_062_002_a","Access to this collection is generously supported by Arcadia funds.","http://www.oac.cdlib.org/findaid/ark:/13030/kt167nd8xg","1976-07-21","1 audiocassette (00:31:34)","Side B is blank.","","","","","","","","",""
"SOUL Publications, Inc. records, 1955-2002","ark:/21198/zz002dw0r3","ark:/21198/zz0015w1xw","2","Completed","Work","soul/audio/uclapasc.wav","151","","","","copyrighted","","Winfield, Paul","","eng","University of California, Los Angeles. Library. Performing Arts Special Collections","sound recording","Y","","compact cassette","","","","September 15, 1972","SOUL Publications, Inc. records, 1955-2002 (Collection 342). Performing Arts Special Collections, University of California, Los Angeles.","Paul Winfield, Los Angeles, September 15 1972","uclapasc_342_062_003_a","Access to this collection is generously supported by Arcadia funds.","http://www.oac.cdlib.org/findaid/ark:/13030/kt167nd8xg","1972-09-15","1 audiocassette (00:39:21)","Side B is blank.|~|Interview is preceded by unidentified piano recital and begins at 00:29:26.","Los Angeles (Calif.)","","","","","","","",""
"SOUL Publications, Inc. records, 1955-2002","ark:/21198/zz002dw0sm","ark:/21198/zz0015w1xw","2","Completed","Work","","152","","","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002dw0sm%2F0t320x3n","copyrighted","","Withers, Bill, $c vocalist","","eng","University of California, Los Angeles. Library. Performing Arts Special Collections","sound recording","Y","Jones, Regina","compact cassette","","","","October 16, 1975","SOUL Publications, Inc. records, 1955-2002 (Collection 342). Performing Arts Special Collections, University of California, Los Angeles.","Bill Withers by Regina Jones #1, Los Angeles, October 16 1975","uclapasc_342_062_004_a|~|uclapasc_342_062_004_b","Access to this collection is generously supported by Arcadia funds.","http://www.oac.cdlib.org/findaid/ark:/13030/kt167nd8xg","1975-10-16","1 audiocassette (01:34:06)","","Los Angeles (Calif.)","","","","","","","",""
"SOUL Publications, Inc. records, 1955-2002","ark:/21198/zz002dw0t4","ark:/21198/zz0015w1xw","2","Completed","Work","soul/audio/uclapasc.wav","154","","","","copyrighted","","Withers, Bill, $c vocalist","","eng","University of California, Los Angeles. Library. Performing Arts Special Collections","sound recording","Y","Jones, Regina","compact cassette","","","","October 16, 1975","SOUL Publications, Inc. records, 1955-2002 (Collection 342). Performing Arts Special Collections, University of California, Los Angeles.","Bill Withers by Regina Jones #2 and #3, Los Angeles, October 16 1975","uclapasc_342_062_005_a","Access to this collection is generously supported by Arcadia funds.","http://www.oac.cdlib.org/findaid/ark:/13030/kt167nd8xg","1975-10-16","1 audiocassette (00:37:36)","Side B is blank.","Los Angeles (Calif.)","","","","","","","",""
"SOUL Publications, Inc. records, 1955-2002","ark:/21198/zz002dw0vn","ark:/21198/zz0015w1xw","2","Completed","Work","","155","","","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002dw0vn%2Fqc80x930","copyrighted","","Withers, Bill, $c vocalist|~|Lloyd, Charles, $d 1938-","","eng","University of California, Los Angeles. Library. Performing Arts Special Collections","sound recording","Y","Sako, Tsuyoko","compact cassette","","","","January 9, 1976","SOUL Publications, Inc. records, 1955-2002 (Collection 342). Performing Arts Special Collections, University of California, Los Angeles.","Bill Withers by Tsuyoko Sako, January 9 1976 and Charles Lloyd (?), ca. 1974","uclapasc_342_062_006_a|~|uclapasc_342_062_006_b","Access to this collection is generously supported by Arcadia funds.","http://www.oac.cdlib.org/findaid/ark:/13030/kt167nd8xg","1976-01-09","1 audiocassette (01:12:20)","Bill Withers is on side 1; Charles Lloyd is on side 2.|~|Original record indicated that Albert Popwell is on side 2.","Los Angeles (Calif.)","","","","","","","",""
"SOUL Publications, Inc. records, 1955-2002","ark:/21198/zz002dw0w5","ark:/21198/zz0015w1xw","2","Completed","Work","","157","","","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002dw0w5%2F6825v807","copyrighted","","Jones, Buster","","eng","University of California, Los Angeles. Library. Performing Arts Special Collections","sound recording","Y","","compact cassette","","","","April 3, 1973","SOUL Publications, Inc. records, 1955-2002 (Collection 342). Performing Arts Special Collections, University of California, Los Angeles.","Buster Jones, Los Angeles, April 3 1973","uclapasc_342_062_007_a|~|uclapasc_342_062_007_b","Access to this collection is generously supported by Arcadia funds.","http://www.oac.cdlib.org/findaid/ark:/13030/kt167nd8xg","1973-04-03","1 audiocassette (01:04:15)","","Los Angeles (Calif.)","","","","","","","",""
"SOUL Publications, Inc. records, 1955-2002","ark:/21198/zz002dw0xp","ark:/21198/zz0015w1xw","2","Completed","Work","soul/audio/uclapasc.wav","159","","","","copyrighted","","Jagger, Mick","","eng","University of California, Los Angeles. Library. Performing Arts Special Collections","sound recording","Y","Jones, Regina","compact cassette","","","","August 16, 1978","SOUL Publications, Inc. records, 1955-2002 (Collection 342). Performing Arts Special Collections, University of California, Los Angeles.","Mick Jagger by Regina Jones, August 16 1978","uclapasc_342_062_008_a","Access to this collection is generously supported by Arcadia funds.","http://www.oac.cdlib.org/findaid/ark:/13030/kt167nd8xg","1978-08-16","1 audiocassette (00:31:06)","Side B is blank.","","","","","","","","",""
"SOUL Publications, Inc. records, 1955-2002","ark:/21198/zz002dw0z6","ark:/21198/zz0015w1xw","2","Completed","Work","","160","","","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002dw0z6%2Fdt45q09h","copyrighted","","Jackson, Jesse, 1941-|~|Reeves, George|~|Dyson, Ronnie|~|Kerr, George","","eng","University of California, Los Angeles. Library. Performing Arts Special Collections","sound recording","Y","Terry, Mike","compact cassette","","","","September 1978|~|1970","SOUL Publications, Inc. records, 1955-2002 (Collection 342). Performing Arts Special Collections, University of California, Los Angeles.","Jesse Jackson and George Reeves by Mike Terry, September 1978; George Kerr; Ronnie Dyson, New York, 1970","uclapasc_342_062_009_b|~|uclapasc_342_062_009_a","Access to this collection is generously supported by Arcadia funds.","http://www.oac.cdlib.org/findaid/ark:/13030/kt167nd8xg","1978-09|~|1970","1 audiocassette (01:05:38)","","New York (N.Y).","","","","","","","",""
"SOUL Publications, Inc. records, 1955-2002","ark:/21198/zz002dw106","ark:/21198/zz0015w1xw","2","Completed","Work","","162","","","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002dw106%2Fjd42478g","copyrighted","","Hutchinson-Whitt, Sheila|~|Hutchinson Hawes, Jeanette|~|Emotions (Musical group)|~|Hutchinson, Wanda","","eng","University of California, Los Angeles. Library. Performing Arts Special Collections","sound recording","Y","","compact cassette","","","","January 8, 1977","SOUL Publications, Inc. records, 1955-2002 (Collection 342). Performing Arts Special Collections, University of California, Los Angeles.","Emotions, January 8 1977","uclapasc_342_062_010_a|~|uclapasc_342_062_010_b","Access to this collection is generously supported by Arcadia funds.","http://www.oac.cdlib.org/findaid/ark:/13030/kt167nd8xg","1977-01-08","1 audiocassette (00:44:35)","The first 00:08:19 minutes of side B are blank.","","","","","","","","",""
"SOUL Publications, Inc. records, 1955-2002","ark:/21198/zz002dw11q","ark:/21198/zz0015w1xw","2","Completed","Work","","164","","","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002dw11q%2Ff547sg7p","copyrighted","","Brothers Johnson|~|Womack, Bobby","","eng","University of California, Los Angeles. Library. Performing Arts Special Collections","sound recording","Y","","compact cassette","","","","February 23, 1976","SOUL Publications, Inc. records, 1955-2002 (Collection 342). Performing Arts Special Collections, University of California, Los Angeles.","Bobby Womack and The Brothers Johnson, February 23 1976","uclapasc_342_062_011_a|~|uclapasc_342_062_011_b","Access to this collection is generously supported by Arcadia funds.","http://www.oac.cdlib.org/findaid/ark:/13030/kt167nd8xg","1976-02-23","1 audiocassette (00:58:23)","","","","","","","","","",""
"SOUL Publications, Inc. records, 1955-2002","ark:/21198/zz002dw127","ark:/21198/zz0015w1xw","2","Completed","Work","","166","","","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002dw127%2Fr702wp89","copyrighted","","James, Rick, $d 1948-2004","","eng","University of California, Los Angeles. Library. Performing Arts Special Collections","sound recording","Y","Pitts, Leonard","compact cassette","","","","January 10, 1979","SOUL Publications, Inc. records, 1955-2002 (Collection 342). Performing Arts Special Collections, University of California, Los Angeles.","Rick James by Leonard Pitts, January 10 1979","uclapasc_342_062_012_a|~|uclapasc_342_062_012_b","Access to this collection is generously supported by Arcadia funds.","http://www.oac.cdlib.org/findaid/ark:/13030/kt167nd8xg","1979-01-10","1 audiocassette (01:02:48)","","","","","","","","","",""
"SOUL Publications, Inc. records, 1955-2002","ark:/21198/zz002dw13r","ark:/21198/zz0015w1xw","2","Completed","Work","","168","","","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002dw13r%2Fm095t25b","copyrighted","","Ali, Muhammad, 1942-","","eng","University of California, Los Angeles. Library. Performing Arts Special Collections","sound recording","Y","","compact cassette","","","","January 4, 1979","SOUL Publications, Inc. records, 1955-2002 (Collection 342). Performing Arts Special Collections, University of California, Los Angeles.","Muhammad Ali, January 4 1979","uclapasc_342_062_013_a|~|uclapasc_342_062_013_b","Access to this collection is generously supported by Arcadia funds.","http://www.oac.cdlib.org/findaid/ark:/13030/kt167nd8xg","1979-01-04","1 audiocassette (01:33:08)","","","","","","","","","",""
"SOUL Publications, Inc. records, 1955-2002","ark:/21198/zz002dw148","ark:/21198/zz0015w1xw","2","Completed","Work","soul/audio/uclapasc.wav","170","","","","copyrighted","","Dogs of War (Music pool)|~|Green, Ernest|~|McWilliams, R. C.|~|Sladek, Ed|~|Hernandez, Ricardo|~|Hill, George|~|Thomas, Eddie","","eng","University of California, Los Angeles. Library. Performing Arts Special Collections","sound recording","Y","","compact cassette","","","","March 1977","SOUL Publications, Inc. records, 1955-2002 (Collection 342). Performing Arts Special Collections, University of California, Los Angeles.","Dogs of War, Chicago, March 1977","uclapasc_342_062_014_a","Access to this collection is generously supported by Arcadia funds.","http://www.oac.cdlib.org/findaid/ark:/13030/kt167nd8xg","1977-03","1 audiocassette (00:31:54)","Disc jockeys interviewed include: Ernest Greene, R. C. McWilliams, Stuart Con (?) George Hill, James Milnei/Milner (?), Ed Sladek, and Ricardo Hernandez. Dogs of War founder Eddie Thomas is also interviewed, along with an unidentified man.|~|Side B is blank.","Chicago (Ill.)","","","","","","","",""
"SOUL Publications, Inc. records, 1955-2002","ark:/21198/zz002dw15s","ark:/21198/zz0015w1xw","2","Completed","Work","soul/audio/uclapasc.wav","171","","","","copyrighted","","Crawford, Randy","","eng","University of California, Los Angeles. Library. Performing Arts Special Collections","sound recording","Y","","compact cassette","","","","December 22, 1976","SOUL Publications, Inc. records, 1955-2002 (Collection 342). Performing Arts Special Collections, University of California, Los Angeles.","Randy Crawford by Janet Robinson, December 22 1976","uclapasc_342_062_015_a","Access to this collection is generously supported by Arcadia funds.","http://www.oac.cdlib.org/findaid/ark:/13030/kt167nd8xg","1976-12-22","1 audiocassette (00:30:43)","Side B is blank.","","","","","","","","",""
"SOUL Publications, Inc. records, 1955-2002","ark:/21198/zz002dw169","ark:/21198/zz0015w1xw","2","Completed","Work","","172","","","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002dw169%2Fx566bx8w","copyrighted","","Beard, Stymie, $d 1925-1981","","eng","University of California, Los Angeles. Library. Performing Arts Special Collections","sound recording","Y","","compact cassette","","","","ca. 1976-1977","SOUL Publications, Inc. records, 1955-2002 (Collection 342). Performing Arts Special Collections, University of California, Los Angeles.","Stymie, Vegas, ca. 1976-1977","uclapasc_342_062_016_a|~|uclapasc_342_062_016_b","Access to this collection is generously supported by Arcadia funds.","http://www.oac.cdlib.org/findaid/ark:/13030/kt167nd8xg","1976/1977","1 audiocassette (01:05:39)","","Las Vegas (Nev.)","","","","","","","",""
"SOUL Publications, Inc. records, 1955-2002","ark:/21198/zz002dw17t","ark:/21198/zz0015w1xw","2","Completed","Work","","174","","","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002dw17t%2F8q11h049","copyrighted","","Cole, Natalie, $d 1950-","","eng","University of California, Los Angeles. Library. Performing Arts Special Collections","sound recording","Y","","compact cassette","","","","1975","SOUL Publications, Inc. records, 1955-2002 (Collection 342). Performing Arts Special Collections, University of California, Los Angeles.","Natalie Cole, 1975","uclapasc_342_062_017_b|~|uclapasc_342_062_017_a","Access to this collection is generously supported by Arcadia funds.","http://www.oac.cdlib.org/findaid/ark:/13030/kt167nd8xg","1975","1 audiocassette (00:55:26)","","","","","","","","","",""
